model	price(₽)	old_price(₽)	rating	rating_count	company	color	release_date	country	weight(g)	diagonal(inches)	display	refresh_rate(Hz)	memory(Gb)	ram(Gb)	battery(mAh)	processor	front_camera(Mpix)	main_camera
Смартфон TECNO Pova 5 8/128GB Золотой RU	14 499	17 990	4.9	10	TECNO	Золотистый	Июль 2023 г.	Китай	210 г	6.8 ''	IPS	120 Гц	128 ГБ	8 ГБ	6000	8-ядерный MediaTek Helio G99 2.20 ГГц	8 Mpix	Два модуля (50 + 2 Mpix)
Смартфон HONOR 200 12/512GB Чёрный EAC	44 999	59 999			HONOR	Черный	Июль 2024 г.	Китай	166 г	6.7 ''	AMOLED	90 Гц	512 ГБ	12 ГБ	5200	8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц	50 Mpix	Три модуля (50 + 50 + 12 Mpix)
Смартфон Itel A60s 128GB Черный RU	6 499		4.5	4	Itel	Черный	Сентябрь 2022 г.	Китай	190 г	6.56 ''	TFT IPS		128 ГБ	4 ГБ	5000	8-ядерный Unisoc SC9863A 1.60 ГГц	5 Mpix	Два модуля (8 + 0.50 Mpix)
Смартфон Xiaomi Redmi 13 6/128GB, Blue RU	15 499	16 499			Xiaomi	Голубой	Июнь 2024 г.	Китай	205 г	6.79 ''	IPS LCD	90 Гц	128 ГБ	6 ГБ	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13 Mpix	Два модуля (108 + 2 Mpix)
Смартфон Xiaomi Redmi 13C 128GB Белый RU	10 999	11 999	3.0	1	Xiaomi	Белый	Декабрь 2023 г.	Китай	192 г	6.74 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон Xiaomi Redmi 13 8/256GB, Gold RU	17 999	19 999			Xiaomi	Золотистый	Июнь 2024 г.	Китай	205 г	6.79 ''	IPS LCD	90 Гц	256 ГБ	8 ГБ	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13 Mpix	Два модуля (108 + 2 Mpix)
Смартфон HONOR 90 256GB Арктический лед EAC	36 999	40 999	4.5	10	HONOR	Голубой		Китай	183 г	6.7 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 7 Gen 1 2.50 ГГц	50 Mpix	Три модуля (200 + 12 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro+ 5G 12GB/512GB Moonlight White  RU	50 999	51 999			Xiaomi	Белый	Январь 2024 г.	Китай	205 г	6.67 ''	AMOLED	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный MediaTek Dimensity 7200 Ultra 2.80 ГГц	16 Mpix	Три модуля (200 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A15 8/256GB Темно-синий RU	19 999	21 999			Samsung	Черный	Январь 2024 г.		200 г	6.5 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13 Mpix	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон Infinix Zero 30 8/256 Золотистый RU	21 999	28 999			Infinix	Золотистый	Февраль 2024 г.	Китай	182 г	6.78 ''	AMOLED	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	50 Mpix	Два модуля (108 + 2 Mpix)
Смартфон HUAWEI nova 10 SE 256GB Черный EAC	17 999		4.8	8	HUAWEI	Черный	Январь 2024 г.	Китай	184 г	6.67 ''	OLED		256 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон TECNO Spark Go 1 3/64GB, Glittery White RU	8 499	8 999			TECNO	Белый	Октябрь 2024 г.	Китай	195 г	6.67 ''	IPS	120 Гц	64 ГБ	3 ГБ	5000	8-ядерный Unisoc T615 1.80 ГГц	8 Mpix	13 Mpix
Смартфон Samsung Galaxy S24 Ultra 12/512GB Черный Титан EAC	129 999		5.0	3	Samsung	Черный	Январь 2024 г.		168 г	6.8 ''	Dynamic AMOLED 2X	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12 Mpix	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон Samsung Galaxy A55 8/256GB Голубой EAC	42 999	45 999	4.5	2	Samsung	Голубой	Март 2024 г.		213 г	6.6 ''	Super AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1480 2.40 ГГц	32 Mpix	Три модуля (50 + 12 + 5 Mpix)
Смартфон TECNO Pova Neo 3 4/128GB Черный RU	10 999	12 990	5.0	3	TECNO	Черный	Июль 2023 г.	Китай		6.8 ''	IPS		128 ГБ	4 ГБ	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (16 + 2 Mpix)
Смартфон realme 12 8/128GB, Skyline Blue RU	19 999	20 999	5.0	12	realme	Синий	Июнь 2024 г.	Китай	187 г	6.67 ''	Full HD Plus AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Itel S23 128GB Черный RU	6 499	9 190	5.0	5	Itel		Сентябрь 2023 г.	Китай	195 г	6.56 ''	LCD		128 ГБ	4 ГБ	5000	8-ядерный Unisoc T606 1.60 ГГц	8 Mpix	Два модуля (50 + 8 Mpix)
Смартфон TECNO Pova 6 12/256GB Meteorite Gray RU	22 499	26 990	5.0	2	TECNO	Серый	Март 2024 г.	Китай	195 г	6.8 ''	Full HD Plus AMOLED	120 Гц	256 ГБ	12 ГБ	6000	8-ядерный MediaTek MediaTek G99 Ultimate 2.40 ГГц	Два модуля (32 Mpix)	108 Mpix
Смартфон TECNO Spark Go 1 3/64GB, Startrail Black RU	8 499	8 999			TECNO	Черный	Октябрь 2024 г.	Китай	195 г	6.67 ''	IPS	120 Гц	64 ГБ	3 ГБ	5000	8-ядерный Unisoc T615 1.80 ГГц	8 Mpix	13 Mpix
Смартфон Xiaomi Redmi 13C 256GB Черный RU	13 999	14 999	3.0	1	Xiaomi	Черный	Декабрь 2023 г.	Китай	192 г	6.74 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон Samsung Galaxy A25 8/256GB Желтый EAC	28 999				Samsung	Желтый	Январь 2024 г.		197 г	6.5 ''	Super AMOLED	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Exynos Exynos 1280 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A15 4/128GB Голубой RU	14 999	15 999			Samsung	Голубой	Январь 2024 г.		200 г	6.5 ''	AMOLED		128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13 Mpix	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон Samsung Galaxy S22 256GB Черный фантом RU	56 999		4.4	8	Samsung	Черный	Февраль 2022 г.	Вьетнам	167 г	6.1 ''	Dynamic AMOLED 2X		256 ГБ	8 ГБ	3700	8-ядерный Samsung Exynos 2200	10 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme Note 50 4/128GB Черный RU	8 999	9 990	4.8	12	realme	Черный	Январь 2024 г.	Китай	190 г	6.7 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный Unisoc Tiger T612 1.80 ГГц	5 Mpix	Два модуля (13 + 0.08 Mpix)
Смартфон Samsung Galaxy S23 Ultra 1TB Зеленый EAC					Samsung	Зеленый	Февраль 2023 г.	Вьетнам	234 г	6.8 ''	Dynamic AMOLED 2X		1 TБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц	12 Mpix	Четыре модуля (200 + 12 + 10 + 10 Mpix)
Смартфон Samsung Galaxy S24 8/256GB Фиолетовый EAC	82 999		5.0	3	Samsung	Фиолетовый	Январь 2024 г.		168 г	6.2 ''	Dynamic AMOLED 2X	120 Гц	256 ГБ	8 ГБ	4000	8-ядерный Exynos 2400 3.30 ГГц	12 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme 12 8/512GB, Skyline Blue RU	25 999	29 999	5.0	12	realme	Синий	Июнь 2024 г.	Китай	187 г	6.67 ''	Full HD Plus AMOLED	120 Гц	512 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Xiaomi Redmi Note 12 6/128GB Mint Green RU	13 999	22 990	3.3	3	Xiaomi	Зеленый	Март 2023 г.	Китай	186 г	6.67 ''	AMOLED	120 Гц	128 ГБ	6 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон TECNO Pova 5 8/256GB Синий RU	15 999	19 990	4.9	10	TECNO	Синий	Июль 2023 г.	Китай	210 г	6.8 ''	IPS	120 Гц	256 ГБ	8 ГБ	6000	8-ядерный MediaTek Helio G99 2.20 ГГц	8 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Infinix Zero 40 5G 12/256G, Rock Black RU	39 999	40 999			Infinix	Черный	Сентябрь 2024 г.	Китай	195 г	6.78 ''	Full HD+	120 Гц	256 ГБ	12 ГБ	5000	8-ядерный MediaTek Dimensity D8200 Ultimate 3.10 ГГц	50 Mpix	Три модуля (108 + 50 + 2 Mpix)
Смартфон realme 12 Pro 12/512GB Синий  RU	39 999	44 999	5.0	20	realme	Синий	Февраль 2024 г.	Китай	190 г	6.7 ''	AMOLED		512 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 6 Gen1 2.60 ГГц	16 Mpix	Три модуля (50 + 32 + 32 Mpix)
Смартфон Infinix HOT 40i 8/256 Синий RU	12 999	15 999	3.5	2	Infinix	Синий	Февраль 2024 г.	Китай	190 г	6.56 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	32 Mpix	Два модуля (50 + 0.20 Mpix)
Смартфон Xiaomi Redmi 13 8/256GB, Blue RU	17 999	19 999			Xiaomi	Голубой	Июнь 2024 г.	Китай	205 г	6.79 ''	IPS LCD	90 Гц	256 ГБ	8 ГБ	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13 Mpix	Два модуля (108 + 2 Mpix)
Смартфон HONOR X7a Plus 6/128GB Синий EAC	17 999	19 999			HONOR	Синий	Июль 2023 г.	Китай	196 г	6.74 ''	LCD		128 ГБ	6 ГБ	6000	8-ядерный MediaTek 6765H 2.30 ГГц	8 Mpix	Четыре модуля (50 + 5 + 2 + 2 Mpix)
Смартфон HONOR X6a 128GB Искрящийся зеленый EAC	14 999	15 999			HONOR	Зеленый		Китай	188 г	6.56 ''	TFT LCD		128 ГБ	4 ГБ	5200	8-ядерный MediaTek Helio G36 2.20 ГГц	5 Mpix	Три модуля (50 + 2 + 2 Mpix)
Смартфон HONOR 90 Lite 256GB Синий EAC	17 999	29 999	5.0	1	HONOR	Синий		Китай	179 г	6.7 ''	LTPS LCD		256 ГБ	8 ГБ	4500	8-ядерный MediaTek Dimensity 6020 2.20 ГГц	16 Mpix	Три модуля (100 + 5 + 2 Mpix)
Смартфон Infinix HOT 30 4/128 Черный RU	11 999	15 999	5.0	4	Infinix	Черный	Июль 2023 г.	Китай	196 г	6.78 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (50 + 0.30 Mpix)
Смартфон Xiaomi Redmi 13 6/128GB, Gold RU	15 499	16 499			Xiaomi	Золотистый	Июнь 2024 г.	Китай	205 г	6.79 ''	IPS LCD	90 Гц	128 ГБ	6 ГБ	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13 Mpix	Два модуля (108 + 2 Mpix)
Смартфон HONOR X8 128GB Полночный черный EAC	13 999		4.8	25	HONOR	Черный	Апрель 2022 г.	Китай	177 г	6.7 ''	LTPS		128 ГБ	6 ГБ	4000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Четыре модуля (64 + 5 + 2 + 2 Mpix)
Смартфон TECNO Spark 10 8/128GB Синий RU	10 999	12 990	4.8	11	TECNO	Синий	Апрель 2023 г.	Китай	188 г	6.56 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G37 2.30 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Xiaomi Redmi A3x 3/64GB Midnight Black RU	6 999				Xiaomi	Черный	Июнь 2024 г.	Китай	199 г	6.78 ''	IPS	90 Гц	64 ГБ	3 ГБ	5000	8-ядерный Unisoc T603 1.80 ГГц	5 Mpix	8 Mpix
Смартфон Infinix Smart 8 Pro 4/256GB, синий	11 999	13 999			Infinix	Синий		Китай	184 г	6.56 ''	HD Plus IPS	90 Гц	256 ГБ	4 ГБ	5000	8-ядерный MediaTek G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.80 Mpix)
Смартфон realme 9i 128GB Синий RU	10 999		4.9	12	realme	Синий	Февраль 2022 г.	Китай	192 г	6.6 ''	Full HD+		128 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16 Mpix	Три модуля (50 + 2 + 2 Mpix)
Смартфон TECNO Spark 20C 4/256GB Зеленый RU	11 999	13 490	5.0	2	TECNO	Зеленый	Февраль 2024 г.	Китай	189 г	6.56 ''	IPS	90 Гц	256 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Samsung Galaxy A14 128GB Черный RU	13 499				Samsung	Черный	Март 2023 г.		201 г	6.6 ''	PLS TFT LCD		128 ГБ	4 ГБ	5000	8-ядерный Exynos 850 2.00 ГГц	13 Mpix	Четыре модуля (50 + 5 + 2 + 2 Mpix + 3D ToF)
Смартфон realme 12 Pro 8/256GB Синий  RU	35 999	39 999	5.0	20	realme	Синий	Февраль 2024 г.	Китай	190 г	6.7 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 6 Gen1 2.60 ГГц	16 Mpix	Три модуля (50 + 32 + 32 Mpix)
Смартфон realme 12 Pro+ 12/512GB Синий RU	48 999	51 999	5.0	9	realme	Синий	Февраль 2024 г.	Китай	190 г	6.7 ''	AMOLED		512 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 7s Gen2 2.60 ГГц	32 Mpix	Три модуля (50 + 64 + 8 Mpix)
Смартфон Samsung Galaxy Z Flip5 256GB Лаванда EAC	85 999				Samsung	Сиреневый	Июль 2023 г.	Вьетнам	187 г	6.7 ''	Dynamic AMOLED		256 ГБ	8 ГБ	3700	8-ядерный Qualcomm Snapdragon 8 Gen 2 3.36 ГГц	10 Mpix	Два модуля (12 + 12 Mpix)
Смартфон Xiaomi Redmi 12C 3/64GB Графитовый серый RU	6 999		5.0	2	Xiaomi	Темно-серый	Март 2023 г.	Китай	192 г	6.71 ''	IPS		64 ГБ	3 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	5 Mpix	50 Mpix
Смартфон Samsung Galaxy A15 4/128GB Темно-синий RU	14 999	15 999			Samsung	Черный	Январь 2024 г.		200 г	6.5 ''	AMOLED		128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13 Mpix	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон Samsung Galaxy A05s 128GB Серебристый EAC	13 999				Samsung	Серебристый	Ноябрь 2023 г.	Китай	195 г	6.7 ''	PLS LCD	60 Гц	128 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	13 Mpix	Три модуля (50 + 2 + 2 Mpix + 3D ToF)
Смартфон Xiaomi Redmi Note 13 8/256GB Mint Green RU	20 999	27 999	5.0	2	Xiaomi	Зеленый	Январь 2024 г.	Китай	188 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Infinix Smart 7 HD 2/64GB Синий RU	6 999	7 999			Infinix	Синий	Июль 2023 г.	Китай	196 г	6.6 ''	IPS	60 Гц	64 ГБ	2 ГБ	5000	8-ядерный Unisoc SC9863A 1.60 ГГц	5 Mpix	Два модуля (8 + 0.30 Mpix)
Смартфон Xiaomi 14 256GB Белый RU	84 999	99 999			Xiaomi	Белый	Февраль 2024 г.	Китай	188 г	6.36 ''	AMOLED	90 Гц	256 ГБ	12 ГБ	4610	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	32 Mpix	Два модуля (50 + 50 Mpix + 3D ToF)
Смартфон Samsung Galaxy A34 128GB Графит EAC	23 499				Samsung	Черный	Март 2023 г.		199 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	6 ГБ	5000	8-ядерный Samsung Dimensity 1080 2.60 ГГц	5 Mpix	Три модуля (48 + 8 + 5 Mpix)
Смартфон realme C55 256GB Черный RU	13 999		5.0	54	realme	Черный	Апрель 2023 г.	Китай	189.5 г	6.72 ''	Full HD IPS		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (64 + 2 Mpix)
Смартфон Infinix HOT 30 8/128 Черный RU	10 499	17 990	5.0	4	Infinix	Черный	Август 2023 г.	Китай	196 г	6.78 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (50 + 0.30 Mpix)
Смартфон TECNO Spark 20C 8/128GB Белый RU	10 999	12 990	5.0	2	TECNO	Белый	Декабрь 2023 г.	Китай	189 г	6.56 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Infinix HOT 30i 8/128 Синий RU	8 999	13 990	3.8	6	Infinix	Синий	Июль 2023 г.	Китай	191 г	6.56 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный Unisoc T606 1.60 ГГц	8 Mpix	Два модуля (13 + 0.30 Mpix)
Смартфон Samsung Galaxy Z Fold6 256GB Розовый EAC	189 999				Samsung	Розовый	Июль 2024 г.	Вьетнам	239 г	7.6 ''	Dynamic AMOLED 2X		256 ГБ	12 ГБ	4400	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон TECNO Spark 20 8/256GB Черный RU	13 999	14 999	3.0	1	TECNO	Черный	Декабрь 2023 г.	Китай	190 г	6.56 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	32 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Poco X6 5G 12/256GB Blue RU	29 999	34 999			Poco	Синий	Январь	Китай	181 г	6.67 ''	AMOLED	120 Гц	256 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 7s Gen 2 7s Gen2 2.40 ГГц	16 Mpix	Три модуля (64 + 8 + 2 Mpix)
Смартфон Infinix Note 30i 8/256 Золотой RU	14 999	21 999	5.0	1	Infinix	Золотистый	Июль 2023 г.	Китай	198 г	6.67 ''	AMOLED	60 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	16 Mpix	Два модуля (64 + 0.80 Mpix)
Смартфон Poco X6 Pro 5G 12GB/512GB Black RU	35 999	42 999			Poco	Черный		Китай	186 г	6.67 ''	AMOLED		512 ГБ	12 ГБ	5000	8-ядерный MediaTek MediaTek Dimensity 8300-Ultra 3.35 ГГц	16 Mpix	Три модуля (64 + 8 + 2 Mpix)
Смартфон TECNO Pova Neo 3 4/128GB Золотой RU	10 999	12 990	5.0	3	TECNO	Золотистый	Июль 2023 г.	Китай		6.8 ''	IPS		128 ГБ	4 ГБ	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (16 + 2 Mpix)
Смартфон realme 10 Pro+ 5G 128GB Черный RU	21 499		5.0	8	realme	Черный	Январь 2023 г.	Китай	174.5 г	6.7 ''	Super AMOLED		128 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 1080 5G 2.60 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон realme C31 64GB Зеленый RU	5 999		4.6	8	realme	Зеленый	Июль 2022 г.	Китай	197 г	6.5 ''	LCD		64 ГБ	4 ГБ	5000	8-ядерный Unisoc T612 1.80 ГГц	5 Mpix	Три модуля (13 + 2 + 0.30 Mpix)
Смартфон Xiaomi Redmi A3 3/64GB Midnight Black RU	6 999		5.0	1	Xiaomi	Черный	Февраль 2024 г.	Китай	199 г	6.71 ''	IPS		64 ГБ	3 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	5 Mpix	8 Mpix
Смартфон Samsung Galaxy A35 8/128GB Голубой EAC	29 999	34 999	5.0	1	Samsung	Голубой	Март 2024 г.		209 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1380 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 5 Mpix)
Смартфон realme C61 8/256, Gold RU	12 999	14 999	5.0	5	realme	Золотистый	Июль 2024 г.	Китай	187 г	6.74 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Unisoc TIGER T612 1.80 ГГц	5 Mpix	50 Mpix
Смартфон Samsung Galaxy A25 6/128GB Желтый EAC	23 999				Samsung	Желтый	Январь 2024 г.		197 г	6.5 ''	Super AMOLED	90 Гц	128 ГБ	6 ГБ	5000	8-ядерный Exynos Exynos 1280 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон HONOR 90 Lite 256GB Черный EAC	17 999	29 999	5.0	1	HONOR	Черный		Китай	179 г	6.7 ''	LTPS LCD		256 ГБ	8 ГБ	4500	8-ядерный MediaTek Dimensity 6020 2.20 ГГц	16 Mpix	Три модуля (100 + 5 + 2 Mpix)
Смартфон realme 12 Pro+ 12/512GB Бежевый  RU	48 999	51 999	5.0	9	realme	Бежевый	Февраль 2024 г.	Китай	190 г	6.7 ''	AMOLED		512 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 7s Gen2 2.60 ГГц	32 Mpix	Три модуля (50 + 64 + 8 Mpix)
Смартфон Infinix Note 30 8/128 Золотой RU	14 999		5.0	3	Infinix	Золотистый	Июль 2023 г.	Китай	219 г	6.78 ''	IPS	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16 Mpix	Три модуля (64 + 2 + 0.30 Mpix)
Смартфон Samsung Galaxy Z Flip6 512GB Голубой EAC	129 999				Samsung	Голубой	Июль 2024 г.	Вьетнам	187 г	6.7 ''	Dynamic AMOLED 2X		512 ГБ	12 ГБ	4000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10 Mpix	Два модуля (50 + 12 Mpix)
Смартфон TECNO Pova 5 8/128GB Черный RU	14 499	17 990	4.9	10	TECNO	Черный	Июль 2023 г.	Китай	210 г	6.8 ''	IPS	120 Гц	128 ГБ	8 ГБ	6000	8-ядерный MediaTek Helio G99 2.20 ГГц	8 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Samsung Galaxy A35 8/256GB Желтый EAC	33 999	38 999	5.0	1	Samsung	Желтый	Март 2024 г.		209 г	6.6 ''	Super AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1380 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 5 Mpix)
Смартфон Infinix HOT 30i 8/128 Черный RU	8 999	13 990	3.8	6	Infinix	Черный	Август 2023 г.	Китай	191 г	6.56 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный Unisoc T606 1.60 ГГц	8 Mpix	Два модуля (13 + 0.30 Mpix)
Смартфон Infinix Smart 8 Pro 4/256GB, белый	11 999	13 999			Infinix	Белый		Китай	184 г	6.56 ''	HD Plus IPS	90 Гц	64 ГБ	4 ГБ	5000	8-ядерный MediaTek G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.80 Mpix)
Смартфон realme 10 Pro+ 5G 128GB Голубой RU	21 499		5.0	8	realme	Голубой	Январь 2023 г.	Китай	174.5 г	6.7 ''	Super AMOLED		128 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 1080 5G 2.60 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A35 8/128GB Желтый EAC	29 999	34 999	5.0	1	Samsung	Желтый	Март 2024 г.		209 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1380 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 5 Mpix)
Смартфон Poco M6 Pro 12GB/512GB Black RU	25 999	29 999			Poco	Черный	Июнь 2021 г.	Китай	180 г	6.67 ''	AMOLED		512 ГБ	12 ГБ	5000	8-ядерный MediaTek MediaTek Helio G99 Ultra 2.30 ГГц	16 Mpix	Три модуля (64 + 2 + 16 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro+ 5G 8GB/256GB Midnight Black RU	45 999	46 999			Xiaomi	Черный	Январь 2024 г.	Китай	205 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 7200 Ultra 2.80 ГГц	16 Mpix	Три модуля (200 + 8 + 2 Mpix)
Смартфон TECNO Camon 30S Pro 8/256GB, Pearl Gold	25 999	27 999			TECNO	Золотистый	Октябрь 2024 г.	Китай	181.5 г	6.78 ''	Full HD Plus AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Mediatek Helio G100 2.20 ГГц	50 Mpix	50 Mpix
Смартфон TECNO Camon 30 5G 8/256GB Uyuni Salt White RU	22 999	30 999			TECNO	Белый	Апрель 2024 г.	Китай	197.5 г	6.8 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	50 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Infinix HOT 30 8/128 Зеленый RU	10 499	17 990	5.0	4	Infinix	Зеленый	Сентябрь 2023 г.	Китай	196 г	6.78 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (50 + 0.30 Mpix)
Смартфон Samsung Galaxy A15 8/256GB Dark Blue EAC	19 999	21 999			Samsung	Черный	Сентябрь 2024 г.		200 г	6.5 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13 Mpix	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон HONOR X8b 8/128GB Черный EAC	19 999	22 999	5.0	23	HONOR	Черный	Июнь 2024 г.	Китай	166 г	6.7 ''	AMOLED		128 ГБ	8 ГБ	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	50 Mpix	Три модуля (108 + 5 + 2 Mpix)
