model	price(₽)	old_price(₽)	rating	rating_count	company	color	release_date	country	weight(g)	diagonal(inches)	display	refresh_rate(Hz)	memory(Gb)	ram(Gb)	battery(mAh)	processor	front_camera(Mpix)	main_camera
Смартфон Xiaomi Redmi Note 13 Pro 12GB/512GB Levender Purple RU	33999	34999			Xiaomi	Фиолетовый	2024-01	Китай	187	6.67	AMOLED	120	512	12	5000	8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц	16	Три модуля (200 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A25 6/128GB Голубой EAC	23999				Samsung	Голубой	2024-01		197	6.5	Super AMOLED	90	128	8	5000	8-ядерный Exynos Exynos 1280 2.40 ГГц	13	Три модуля (50 + 8 + 2 Mpix)
Смартфон HONOR X5 32GB Оранжевый RU	5999		5	2	HONOR	Оранжевый	2023-02	Китай	193	6.5	TFT LCD		32	2	5000	8-ядерный MediaTek 6762 2.00 ГГц	5	8 Mpix
Смартфон realme 12 8/128GB, Pioneer Green RU	19999	20999	5	12	realme	Зеленый	2024-06	Китай	187	6.67	Full HD Plus AMOLED	120	128	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16	Два модуля (50 + 2 Mpix)
Смартфон TECNO Spark Go 2024 4/128GB Золотой RU	8499	10990	5	2	TECNO	Золотистый	2024-01	Китай	195	6.6	IPS		128	4	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	8	Два модуля (13 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 8/128GB Mint Green RU	18999	24999	5	2	Xiaomi	Зеленый	2024-01	Китай	188	6.67	AMOLED	120	128	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16	Три модуля (108 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A34 128GB Графит RU	23499		5	3	Samsung	Черный	2023-03		199	6.6	Super AMOLED	120	128	6	5000	8-ядерный Samsung Dimensity 1080 2.60 ГГц	13	Три модуля (48 + 8 + 5 Mpix)
Смартфон TECNO Spark Go 2024 4/64GB Белый RU	7999	9990	5	2	TECNO	Белый	2023-12	Китай	195	6.6	IPS		64	4	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	8	Два модуля (13 + 2 Mpix)
Смартфон Infinix Note 30 8/128 Черный RU	14999		5	3	Infinix	Черный	2023-07	Китай	219	6.78	IPS	120	128	8	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16	Три модуля (64 + 2 + 0.30 Mpix)
Смартфон Samsung Galaxy S24+ 12/512GB Желтый EAC	105999		5	3	Samsung	Желтый	2024-01		197	6.7	Dynamic AMOLED 2X	120	512	12	4900	10-ядерный Exynos 2400 3.30 ГГц	12	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme C65 8/256GB Gold RU	16999	19999	5	4	realme	Золотистый		Китай	185	6.67	IPS		256	8	4880	8-ядерный MediaTek 685 G85, 2.00 ГГц	8	Два модуля (50 Mpix)
Смартфон Xiaomi Redmi Note 13 8/128GB Midnight Black RU	18999	24999	5	2	Xiaomi	Черный	2024-01	Китай	188	6.67	AMOLED	120	128	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16	Три модуля (108 + 8 + 2 Mpix)
Смартфон HUAWEI nova 10 SE 256GB Серебристый EAC	17999		4.8	8	HUAWEI	Серебристый	2024-01	Китай	184	6.67	OLED		256	8	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16	Три модуля (108 + 8 + 2 Mpix)
Смартфон TECNO Spark Go 2024 4/128GB Черный RU	8499	10990	5	2	TECNO	Черный	2023-03	Китай	195	6.6	IPS		128	4	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	8	Два модуля (13 + 2 Mpix)
Смартфон realme C53 256GB Золотой RU	11999	19999	5	20	realme	Золотистый	2023-08	Китай	182	6.74	IPS		256	8	5000	8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц	8	Два модуля (50 + 0.08 Mpix)
Смартфон Samsung Galaxy S24+ 12/256GB Желтый EAC	92999		5	3	Samsung	Желтый	2024-01		197	6.7	Dynamic AMOLED 2X	120	256	12	4900	10-ядерный Exynos 2400 3.30 ГГц	12	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme 10 4/128GB Черный RU	12999	19999	5	1	realme	Черный	2022-10	Китай	178.5	6.4	AMOLED		128	4	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16	Два модуля (50 + 2 Mpix)
Смартфон HONOR X9a 6/128GB Мерцающий лед RU	24999		5	10	HONOR	Серебристый	2023-02	Китай	175	6.67	OLED		128	6	5100	8-ядерный Qualcomm Snapdragon 695 2.20 ГГц	16	Три модуля (64 + 5 + 2 Mpix)
Смартфон Xiaomi Redmi 12 8/256GB Sky Blue RU	12999		4.8	5	Xiaomi	Голубой	2023-06	Китай	199	6.79	Full HD+		256	8	5000	8-ядерный MediaTek HelioG88 2.00 ГГц	8	Три модуля (50 + 8 + 2 Mpix)
Смартфон TECNO Spark 10 8/128GB Белый RU	10999	12990	4.8	11	TECNO	Белый	2023-05	Китай	188	6.56	IPS	90	128	8	5000	8-ядерный MediaTek Helio G37 2.30 ГГц	8	Два модуля (50 + 0.08 Mpix)
Смартфон Infinix Smart 8 4/128GB Черный RU	8499	11999	5	2	Infinix	Черный	2023-11	Китай	184	6.56	HD Plus IPS	60	128	4	5000	8-ядерный Unisoc T606 2.20 ГГц	8	Два модуля (13 + 0.30 Mpix)
Смартфон Samsung Galaxy S23 FE 128GB Графитовый EAC	50999				Samsung	Темно-серый	2023-10	Вьетнам	209	6.4	Dynamic AMOLED 2X		128	8	4500	8-ядерный Samsung Exynos 2200 2.50 ГГц	10	Три модуля (50 + 12 + 8 Mpix)
Смартфон realme C53 128GB Золотой RU	9999	15999	5	20	realme	Золотистый	2023-08	Китай	182	6.74	IPS		128	6	5000	8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц	8	Два модуля (50 + 0.08 Mpix)
Смартфон Samsung Galaxy A35 8/256GB Темно-синий EAC	33999	38999	5	1	Samsung	Черный	2024-03		209	6.6	Super AMOLED	120	256	8	5000	8-ядерный Samsung Exynos 1380 2.40 ГГц	13	Три модуля (50 + 8 + 5 Mpix)
Смартфон Samsung Galaxy A14 64GB Зеленый EAC	11499				Samsung	Зеленый	2023-03		201	6.6	PLS TFT LCD		64	4	5000	8-ядерный Exynos 850 2.00 ГГц	13	Четыре модуля (50 + 5 + 2 + 2 Mpix + 3D ToF)
Смартфон TECNO Spark Go 2024 4/128GB Зеленый RU	8499	10990	5	2	TECNO	Зеленый	2024-01	Китай	195	6.6	IPS		128	4	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	8	Два модуля (13 + 2 Mpix)
Смартфон TECNO Spark 9 Pro 128GB Черный RU	8999		5	2	TECNO	Черный	2022-08	Китай	197	6.6	TFT		128	4	5000	8-ядерный MediaTek 6769V/CZ 2.00 ГГц	32	Три модуля (50 + 2 + 8 Mpix)
Смартфон HUAWEI nova Y90 128GB Полночный черный RU	12990		5	102	HUAWEI	Черный	2022-09	Китай	195	6.7	IPS		128	4	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8	Три модуля (50 + 2 + 2 Mpix)
Смартфон Samsung Galaxy A34 128GB Желтый RU	23499		5	3	Samsung	Желтый	2023-03		199	6.6	Super AMOLED	120	128	6	5000	8-ядерный Samsung Dimensity 1080 2.60 ГГц	13	Три модуля (48 + 8 + 5 Mpix)
Смартфон Samsung Galaxy A05s 64GB Фиолетовый EAC	12499				Samsung	Фиолетовый	2023-11	Китай	195	6.7	PLS LCD	60	64	4	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	13	Три модуля (50 + 2 + 2 Mpix + 3D ToF)
Смартфон TECNO Pova 4 128GB Серый RU	10999		5	4	TECNO	Серый	2022-12	Китай	205	6.82	IPS		128	8	6000	8-ядерный MediaTek Helio G99 2.20 ГГц	8	Два модуля (50 + 2 Mpix)
Смартфон realme C67 8/256GB Черный RU	18999	20999	4.9	17	realme	Черный		Китай	185	6.72	IPS		256	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	8	Два модуля (108 + 2 Mpix)
Смартфон HONOR Magic6 Pro Шалфейный зеленый EAC	109999	129999	5	16	HONOR	Светло-зеленый	2024-04	Китай	229	6.8	OLED		512	12	5600	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	50	Три модуля (180 + 50 + 50 Mpix)
Смартфон TECNO Spark 10 4/128GB Черный RU	9999	11999	4.8	11	TECNO	Черный	2023-04	Китай	188	6.56	IPS	90	128	4	5000	8-ядерный MediaTek Helio G37 2.30 ГГц	8	Два модуля (50 + 0.08 Mpix)
Смартфон Xiaomi Redmi 13 6/128GB, Black RU	15499	16499			Xiaomi	Черный	2024-06	Китай	205	6.79	IPS LCD	90	128	6	5030	8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц	13	Два модуля (108 + 2 Mpix)
Смартфон HONOR X7a Plus 6/128GB Мерцающий серебристый EAC	17999	19999			HONOR	Серебристый	2023-07	Китай	196	6.74	LCD		128	6	6000	8-ядерный MediaTek 6765H 2.30 ГГц	8	Четыре модуля (50 + 5 + 2 + 2 Mpix)
Смартфон Xiaomi Redmi 13C 256GB Синий RU	13999	14999	3	1	Xiaomi	Синий	2023-12	Китай	192	6.74	IPS	90	256	8	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон HONOR X9b 8/256GB Зеленый EAC	28999	32990	5	8	HONOR	Зеленый	2024-06	Китай	185	6.78	AMOLED		256	8	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16	Три модуля (108 + 5 + 2 Mpix)
Смартфон Samsung Galaxy S24 8/256GB Серый EAC	82999		5	3	Samsung	Серый	2024-01		168	6.2	Dynamic AMOLED 2X	120	256	8	4000	8-ядерный Exynos 2400 3.30 ГГц	12	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme Note 50 4/128GB Синий RU	8999	9990	4.8	12	realme	Синий	2024-01	Китай	190	6.7	IPS		128	4	5000	8-ядерный Unisoc Tiger T612 1.80 ГГц	5	Два модуля (13 + 0.08 Mpix)
Смартфон Infinix Smart 8 Pro 8/128GB Черный RU	10999	12999			Infinix	Черный	2024-02	Китай	184	6.56	HD Plus IPS	90	128	8	5000	8-ядерный MediaTek G36 2.20 ГГц	8	Два модуля (50 + 0.80 Mpix)
Смартфон realme 11 Pro 8/256GB Черный RU	27999		5	20	realme	Черный	2023-07	Китай	190	6.72	AMOLED		256	8	5000	8-ядерный MediaTek Dimensity 7050 5G 2.60 ГГц	16	Два модуля (100 + 2 Mpix)
Смартфон Samsung Galaxy S23 FE 128GB Мятный EAC	50999				Samsung	Светло-зеленый	2023-10	Вьетнам	209	6.4	Dynamic AMOLED 2X		128	8	4500	8-ядерный Samsung Exynos 2200 2.50 ГГц	10	Три модуля (50 + 12 + 8 Mpix)
Смартфон Xiaomi Redmi 12C 128GB Лавандовый фиолетовый RU	9999		5	2	Xiaomi	Сиреневый	2023-03	Китай	192	6.71	IPS		128	4	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	5	50 Mpix
Смартфон HONOR X6a 128GB Небесно-голубой EAC	14999	15999			HONOR	Голубой		Китай	188	6.56	TFT LCD		128	4	5200	8-ядерный MediaTek Helio G36 2.20 ГГц	5	Три модуля (50 + 2 + 2 Mpix)
Смартфон Xiaomi 14 512GB Зеленый RU	94999	109999			Xiaomi	Зеленый	2024-02	Китай	188	6.36	AMOLED	90	512	12	4610	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	32	Два модуля (50 + 50 Mpix + 3D ToF)
Смартфон Poco C65 128GB Blue RU	9999	13999	5	1	Poco	Синий	2023-12	Китай	192	6.74	IPS		128	6	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8	Два модуля (50 + 2 Mpix)
Смартфон Xiaomi Redmi A3 4/128GB Star Blue RU	8999		5	1	Xiaomi	Голубой	2024-02	Китай	199	6.71	IPS		128	4	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	5	8 Mpix
Смартфон HONOR 70 128GB Полночный черный EAC	26999		4.6	5	HONOR	Черный		Китай	178	6.67	OLED		128	8	4800	8-ядерный Qualcomm Snapdragon 778G Plus 5G 2.50 ГГц	32	Три модуля (54 + 50 + 2 Mpix)
Смартфон HUAWEI nova 10 SE 128GB Сияющий черный RU	13999		4.8	8	HUAWEI	Черный	2023-03	Китай	184	6.67	OLED		128	8	4500	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	16	Три модуля (108 + 8 + 2 Mpix)
Смартфон Samsung Galaxy Z Flip6 512GB Серый EAC	129999				Samsung	Серый	2024-07	Вьетнам	187	6.7	Dynamic AMOLED 2X		512	12	4000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10	Два модуля (50 + 12 Mpix)
Смартфон Samsung Galaxy A15 8/256GB Синий RU	19999	21999			Samsung	Синий	2024-01		200	6.5	AMOLED		256	8	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон realme 10 8/128GB Белый RU	21999		5	1	realme	Белый	2022-10	Китай	178.5	6.4	AMOLED		128	8	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16	Два модуля (50 + 2 Mpix)
Смартфон realme C55 256GB Перламутровый RU	13999		5	54	realme	Серебристый	2023-04	Китай	189.5	6.72	Full HD IPS		256	8	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8	Два модуля (64 + 2 Mpix)
Смартфон Xiaomi Redmi 10C 4/64GB Ocean Blue RU	7999		5	11	Xiaomi	Синий	2022-04	Китай	190	6.71	Full HD+		64	4	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	5	Два модуля (50 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 8/256GB Ice Blue  RU	20999	27999	5	2	Xiaomi	Голубой	2024-01	Китай	188	6.67	AMOLED	120	256	8	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16	Три модуля (108 + 8 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 Pro 8GB/256GB Midnight Black RU	29999	34999			Xiaomi	Черный	2024-01	Китай	187	6.67	AMOLED	120	256	8	5000	8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц	16	Три модуля (200 + 8 + 2 Mpix)
